native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
AISCODE,column,NTSB,N3,ABBREVIATED_INJURY_SCALE_CODE,ABRV_INJ_SCL_COD,AISCODE
ALCTEST,column,NTSB,N2,ALCOHOL_TEST,ALCTEST,ALC_TST
ALCTESTRESULT,column,NTSB,N2,ALCOHOL_TEST_RESULT,ALCTESTRESULT,ALC_TST_RSLT
ALCINV,column,NTSB,N3,ALCOHOL_INVOLVEMENT,ALCHL_INVLVMT,ALCINV
ALIGNMENT,column,NTSB,N1,ALIGNMENT,ALIGNM,ALN
ALTVEH,column,NTSB,N2,ALTERED_VEHICLE,ALTVEH,ALT_V
ALCTESTSRC,column,NTSB,N2,ALCOHOL_TEST_SOURCE,ALCTESTSRC,ALTSRC
AutoPedestrianAlertingSound,column,NTSB,N1,AutoPedestrianAlertingSound,AutoPedAlertSound,APedAlrtSd
AutoPedestrianAlertingSoundID,column,NTSB,N1,AutoPedestrianAlertingSoundID,AutoPedAlertSoundID,APedAlrtSdId
AutoReverseSystem,column,NTSB,N1,AutoReverseSystem,AutoRevSyst,ARevS
AutoReverseSystemId,column,NTSB,N1,AutoReverseSystemId,AutoRevSyst_ID,ARevSId
ARRMEDICAL,column,NTSB,N2,CRASH_TO_EMS_ARRIVE_AT_MEDICAL_FACILITY_TIME,ARRMEDICAL,ARV_MED
AVAIL,column,NTSB,N2,AVAIL,AVL,AV
AVOID,table,NTSB,N2,AVOIDED,AVOID,AVD
AxlesCount,column,NTSB,N1,AxlesCount,AxleCt,Ax_c
AxleConfiguration,column,NTSB,N1,AxleConfiguration,AxleConfig,Ax_Conf
AxleConfigurationId,column,NTSB,N1,AxleConfigurationId,AxleConfigID,Ax_Conf_ID
BELTANCHOR,column,NTSB,N1,BELTANCHOR,BLT_ANCH,B_ANC
BELTANCHORINSP,column,NTSB,N2,BELT_ANCHOR_ADJUSTMENT_INSPECTION,BELTANCHORINSP,B_ANC_INSP
BELTAVAIL,column,NTSB,N2,BELT_AVAILABLE,BELTAVAIL,B_AVA
BELTAVAILINSP,column,NTSB,N2,BELT_ANCHOR_AVAILABILITY_INSPECTION,BELTAVAILINSP,B_AVL_INSP
BAGDAMAGE,column,NTSB,N1,BAGDAMAGE,BgDmg,B_D
BAGDAMSOURCE,column,NTSB,N2,BAGDAMAGESOURCE,BAGDAMSOURCE,B_DSRC
BELTGUIDE,column,NTSB,N1,BELTGUIDE,BLT_GUID,B_GD
BELTLAPPOS,column,NTSB,N2,BELT_LAPPOSITION,BELTLAPPOS,B_LP_P
BELTMALF,column,NTSB,N2,BELT_MALFUNCTION,BELTMALF,B_MAL
BELTMALFUNCTIONINSP,column,NTSB,N2,BELT_MALFUNCTION_INSPECTION,BELTMALFUNCTIONINSP,B_MALF_INSP
BAGNO,column,NTSB,N2,BAG_NUMBER,BAGNO,B_NO
BasePrice,column,NTSB,N1,BasePrice,BasePric,B_Pr
BELTPRETENSIONINSP,column,NTSB,N2,BELT_PRETENSIONER_ACTUATION_INSPECTION,BELTPRETENSIONINSP,B_PRETN_INSP
BELTROUT,column,NTSB,N1,BELTROUT,BLT_ROUT,B_RT
BELTUSEINSP,column,NTSB,N2,BELT_USE_INSPECTION,BELTUSEINSP,B_USE_IN
BELTUSE,column,NTSB,N1,BELTUSE,BLT_USE,B_USE
BELTUSESRC,column,NTSB,N3,SOURCE_BELT_USE,BELTUSESRC,B_USE_SRC
BAGDVBES,column,NTSB,N3,BAG_DELTA_V_BARRIER_EQUIVALENT_SPEED,BAG_DV_BAR_EQUIV_SD,BAGDVBES
BAGDVLAT,column,NTSB,N3,BAG_DELTA_V_LATERAL,BAGDVLATERAL,BAGDVLAT
BAGDVLONG,column,NTSB,N3,BAG_DELTA_V_LONGITUDINAL,BAGDVLONGITUDINAL,BAGDVLONG
BAGDVRANK,column,NTSB,N2,BAG_DELTA_V_RANK,BAGDVRANK,BAGDVRK
BAGDVSPEED,column,NTSB,N2,BAG_DELTA_V_SPEED,BAGDVSPEED,BAGDVSPD
BAGFLAPSDAM,column,NTSB,N2,BAG_FLAPS_DAMAMAGED,BAGFLAPSDAM,BAGFLPDM
BackupCameraID,column,NTSB,N1,BackupCameraID,BackUpCamerID,BckClID
BackupCamera,column,NTSB,N1,BackupCamera,BackupCam,BckCm
BodyClass,column,NTSB,N1,BodyClass,BodClss,BCls
BodyClassId,column,NTSB,N1,BodyClassId,BodClssID,BClsId
BatteryCellsPerModule,column,NTSB,N1,BatteryCellsPerModule,BatteryCellsPerMod,BCPM
BODYCAT,column,NTSB,N2,BODY_CATEGORY,BODYCAT,BD_CAT
BODYREGION,column,NTSB,N1,BODYREGION,BdyReg,BD_RN
BODYTYPE,column,NTSB,N1,BODYTYPE,BdyTyp,BD_TYP
BELTPOSDEVPRES,column,NTSB,N3,BELT_POSITIONING_DEVICE_PRESENT,BELT_POSNG_DEV_PRESNT,BELTPOSDEVPRES
BELTPOSDEVUSE,column,NTSB,N3,BELT_POSITIONING_DEVICE_USED,BELT_POSNG_DEV_USD,BELTPOSDEVUSE
BELTSHLPOS,column,NTSB,N3,BELT_SHOULDER_POSITION,BELT_SHOULDR_POSN,BELTSHLPOS
BusFloorConfigurationType,column,NTSB,N1,BusFloorConfigurationType,BusFlrConfigTyp,BFC_Typ
BusFloorConfigurationTypeId,column,NTSB,N1,BusFloorConfigurationTypeId,BusFlrCfgTypID,BFC_Typ_ID
BAGDEPLOY,column,NTSB,N1,BAGDEPLOY,BgDepl,BG_Dep
BAGFLAPSOPEN,column,NTSB,N1,BAGFLAPSOPEN,BagFlpOpn,BG_F_O
BELTGUIDEINSP,column,NTSB,N2,BELT_GUIDE_ROUTING_INSPECTION,BELTGUIDEINSP,BG_INSP
BAGLOCATION,column,NTSB,N1,BAGLOCATION,BagLoc,BG_L
BAGMALFUNCTION,column,NTSB,N1,BAGMALFUNCTION,BagMalfn,BG_M
BAGSTATUS,column,NTSB,N1,BAGSTATUS,BagStat,BG_S
BAGTYPE,column,NTSB,N1,BAGTYPE,BagTyp,BG_T
BAGDVENERGY,column,NTSB,N2,BAG_DELTA_V_ENERGY,BAGDVENERGY,BGDV_EN
BAGDVEST,column,NTSB,N2,BAG_DELTA_V_ESTIMATE,BAGDVEST,BGDV_ES
BAGDVTOTAL,column,NTSB,N2,BAG_DELTA_V_TOTAL,BAGDVTOTAL,BGDVTTL
BACKBPILL,column,NTSB,N2,BACK_EXTENT_BPILLAR,BACKBPILL,BK_BPIL
BACKLIGHT,column,NTSB,N1,BACKLIGHT,BACKLGT,BK_LT
BACKPICKUP,column,NTSB,N1,BACKPICKUP,BACKPKUP,BK_PU
BACKTRUNK,column,NTSB,N1,BACKTRUNK,BACKTRNK,BK_TR
BrakeSystemDesc,column,NTSB,N2,BrakeSystemDescription,BrakeSystemDesc,BkS_Desc
BrakeSystemType,column,NTSB,N1,BrakeSystemType,Brake_Sys_Typ,BkS_Tp
BrakeSystemTypeId,column,NTSB,N1,BrakeSystemTypeId,Brake_Sys_Typ_ID,BkS_Tp_ID
BatteryKWh_from,column,NTSB,N2,BatteryKiloWattHours_from,BatteryKWh_from,BKWH_fr
BatteryKWh_to,column,NTSB,N2,BatteryKiloWattHours_to,BatteryKWh_to,BKWH_to
BusLengthFT,column,NTSB,N2,BusLengthFeetT,BusLengthFT,BL_FT
BMI,column,NTSB,N3,BODY_MASS_INDEX,BOD_MSS_IX,BMI
BatteryModulesPerPack,column,NTSB,N1,BatteryModulesPerPack,BatteryModPrPack,BMPP
BatteryPacksPerVehicle,column,NTSB,N1,BatteryPacksPerVehicle,BatteryPksPerVeh,BPPV
BELTRETYPE,column,NTSB,N2,BELT_ROUTE_TYPE,BELTRETYPE,BR_TP
BRI,column,NTSB,N3,BODY_REGION_INJURED,BOD_RGN_INJ,BRI
BlindSpotIntervention,column,NTSB,N1,BlindSpotIntervention,BlndSpotInterv,BS_Int
BlindSpotInterventionId,column,NTSB,N1,BlindSpotInterventionId,BlndSpotIntervntID,BS_Int_ID
BlindSpotWarning,column,NTSB,N1,BlindSpotWarning,BlndSpotWarnng,BS_Wrn
BlindSpotWarningId,column,NTSB,N1,BlindSpotWarningId,BlndSpotWarningID,BS_Wrn_ID
BatteryType,column,NTSB,N1,BatteryType,BattTyp,Bt_typ
BusType,column,NTSB,N1,BusType,BusTyp,Bs_typ
BatteryTypeId,column,NTSB,N1,BatteryTypeId,BattryTypeID,Bt_typID
BusTypeId,column,NTSB,N1,BusTypeId,BusTypID,Bs_typID
CAUSE1,column,NTSB,N1,CAUSE1,CSE1,C_1
CAUSE2,column,NTSB,N1,CAUSE2,CSE2,C_2
CAUSE3,column,NTSB,N1,CAUSE3,CSE3,C_3
CELLDAM,column,NTSB,N2,CELL_DAMAGE,CELLDAM,C_DAM
CHILDDATEMAN,column,NTSB,N2,CHILDSEAT_DATEMANUFACTURED,CHILDDATEMAN,C_DT_MN
CASEID,column,NTSB,N1,CASEID,CS_ID,C_ID
CINJURED,column,NTSB,N2,CRASH_INJURED,CINJURED,C_INJ
ChargerLevel,column,NTSB,N1,ChargerLevel,ChrgLvl,C_LV
ChargerLevelId,column,NTSB,N1,ChargerLevelId,ChrgLvlID,C_LV_ID
CRASHMONTH,column,NTSB,N1,CRASHMONTH,CRSHMON,C_M
CHILDMAKE,column,NTSB,N2,CHILDSEAT_MAKE,CHILDMAKE,C_MAK
CMAXHEIGHT,column,NTSB,N2,CRUSH_MAXIMUM_HEIGHT,CRSH_MAXHEIGHT,C_MH
CMAXLOCATION,column,NTSB,N2,CRUSH_MAXIMUM_LOCATION,CRSH_MAXLOCATION,C_MLOC
CHILDMANUF,column,NTSB,N2,CHILDSEAT_MANUFACTURER,CHILDMANUF,C_MNF
CHILDMODEL,column,NTSB,N2,CHILDSEAT_MODEL,CHILDMODEL,C_MOD
CHILDMODELNO,column,NTSB,N2,CHILDSEAT_MODELNO,CHILDMODELNO,C_MOD_NO
CASENO,column,NTSB,N1,CASENO,CsNo,C_NO
CASENUMBER,column,NTSB,N1,CASENUMBER,CaseNum,C_NUM
ChargerPowerKW,column,NTSB,N2,ChargerPowerKiloWatts,ChargerPowerKW,C_PWR_KW
CRASHTIME,column,NTSB,N1,CRASHTIME,CRSHTM,C_T
CHILDSEATYPE,column,NTSB,N2,CHILDSEAT_TYPE,CHILDSEATYPE,C_TYP
CRASHYEAR,column,NTSB,N1,CRASHYEAR,CRSHYR,C_Y
C1,column,NTSB,N3,CRUSH1_MEASUREMENT,CRS1_MEAS,C1
C2,column,NTSB,N3,CRUSH2_MEASUREMENT,CRS2_MEAS,C2
C3,column,NTSB,N3,CRUSH3_MEASUREMENT,CRS3_MEAS,C3
C4,column,NTSB,N3,CRUSH4_MEASUREMENT,CRS4_MEAS,C4
C5,column,NTSB,N3,CRUSH5_MEASUREMENT,CRS5_MEAS,C5
C6,column,NTSB,N3,CRUSH6_MEASUREMENT,CRS6_MEAS,C6
CAIS,column,NTSB,N3,CRASH_MAXIMUM_ABBREVIATED_INJURY_SCALE,CRSH_MAX_ABRV_INJ_SCL,CAIS
CARDIOCOND,column,NTSB,N2,CARDIOVASCULAR_CONDITION,CARDIOCOND,CCON
CDC,column,NTSB,N3,COLLISION_DEFORMATION_CLASSIFICATION,COLL_DEF_CLASS,CDC
CDC,table,NTSB,N3,COLLISION_DEFORMATION_CLASSIFICATION,COLL_DEF_CLASS,CDC
CDCFORDEPLOY,column,NTSB,N2,COLLISION_DEFORMATION_CLASSIFICATION_FOR_DEPLOYMENT_IMPACT,CDCFORDEPLOY,CDC_DEP
CDCDISTRIB,column,NTSB,N2,COLLISION_DEFORMATION_CLASSIFICATION_DISTRIBUTION,CDCDISTRIB,CDC_DIS
CDCEVENT,column,NTSB,N2,COLLISION_DEFORMATION_CLASSIFICATION_EVENT,CDCEVENT,CDC_EV
CDCEXTENT,column,NTSB,N2,COLLISION_DEFORMATION_CLASSIFICATION_EXTENT,CDCEXTENT,CDC_EXT
CDCPLANE,column,NTSB,N2,COLLISION_DEFORMATION_CLASSIFICATION_LANE,CDCPLANE,CDC_PL
CDCLONGLAT,column,NTSB,N3,COLLISION_DEFORMATION_CLASSIFICATION_LONGITUDE_LATITUDE,CDCLONGITD_LATITD,CDCLONGLAT
CDCVERTLAT,column,NTSB,N3,COLLISION_DEFORMATION_CLASSIFICATION_VERTICAL_LATERAL_LOCATION,CDCVERTICAL_LATRL,CDCVERTLAT
CDRVERCOLL,column,NTSB,N3,COLLISION_DATA_REPORT_VERSION_COLLECTED,COLL_DTA_RPT_CER_COLL,CDRVERCOLL
CDRVERREPT,column,NTSB,N3,COLLISION_DATA_REPORT_VERSION_REPORTED,COLL_DTA_RPT_VER_RPTD,CDRVERREPT
CARGOSRC,column,NTSB,N2,CARGO_WEIGHT_SOURCE,CARGOSRC,CG_SRC
CARGOWT,column,NTSB,N2,CARGO_WEIGHT,CARGOWT,CG_WT
CATEGORY,column,NTSB,N1,CATEGORY,Ctgry,cgy
CHILDPOSITION,column,NTSB,N1,CHILDPOSITION,CHLD_POS,CH_P
CHILDSEATNO,column,NTSB,N1,CHILDSEATNO,CHLDSTNO,CH_ST_NO
CHILDSEAT,table,NTSB,N1,CHILDSEAT,CHLDST,CHST
CINJSEV,column,NTSB,N2,CRASH_INJURY_SEVERITY,CINJSEV,CI_SEV
CISS,column,NTSB,N3,CRASH_MAXIMUM_INJURY_SEVERITY_SCALE,CRSH_MAX_INJ_SEV_SCL,CISS
CLASS1,column,NTSB,N2,1ST_VEHICLE_CLASS,CLASS1,CL1
CLASS2,column,NTSB,N2,2ND_VEHICLE_CLASS,CLASS2,CL2
CMAX,column,NTSB,N3,CRUSH_MAXIMUM,CRSH_MAX,CMAX
CONFIDENCE,column,NTSB,N1,CONFIDENCE,CONF,CNF
CONTAREA,column,NTSB,N2,CONTACTED_AREA,CONTAREA,CNT_AR
CONTCOMP,column,NTSB,N2,CONTACTED_COMPONENT,CONTCOMP,CNT_COMP
CONTACT,column,NTSB,N1,CONTACT_REFERENCE,CONTACT,CNTCT
COMORBOTH,column,NTSB,N2,COMORBIDITY_OTHER,COMORBOTH,COM_OTH
CRASHCAT,column,NTSB,N2,CRASH_CATEGORY,CRASHCAT,CR_CAT
CRASHCONF,column,NTSB,N2,CRASH_TYPE_CONFIGURATION,CRASHCONF,CR_CONF
CRASHTYPE,column,NTSB,N1,CRASHTYPE,CRSHTYP,CR_TP
CURBSRC,column,NTSB,N2,CURB_WEIGHT_SOURCE,CURBSRC,CRB_SRC
CURBWT,column,NTSB,N2,CURB_WEIGHT,CURBWT,CRB_W
CRITCAT,column,NTSB,N3,EVENT_CATEGORY_CRITICAL,CRIT_EVNT_CAT,CRITCAT
CRITEVENT,column,NTSB,N2,CRITICAL_EVENT_CATEGORY,CRITEVENT,CRITEV
CRASH,table,NTSB,N1,CRASH,CRSH,CRS
CrashImminentBraking,column,NTSB,N1,CrashImminentBraking,Crmnt_Imntnt_Brakng,CrsImBk
CrashImminentBrakingID,column,NTSB,N1,CrashImminentBrakingID,CrmntImntntBrdkID,CrsImBkId
CHILDSEATUSE,column,NTSB,N1,CHILDSEATUSE,CHLDSTUSE,CS_USE
CustomMotorcycleType,column,NTSB,N1,CustomMotorcycleType,CustMtrcycleTyp,CstCyclTp
CustomMotorcycleTypeId,column,NTSB,N1,CustomMotorcycleTypeId,CustMtrcycleTypId,CstCyclTpId
CurbWeightLB,column,NTSB,N2,CurbWeightPounds,CurbWeightLB,CW_LB
CASEWGT,column,NTSB,N2,CASEWEIGHT,CASEWGT,CWT
diagram_id,column,NTSB,N1,diagram_id,diag_id,D_ID
DestinationMarket,column,NTSB,N1,DestinationMarket,DestMarkt,D_Mkt
DestinationMarketId,column,NTSB,N1,DestinationMarketId,DestMarktId,D_Mkt_ID
DOORSILLDIFF,column,NTSB,N2,DOOR_SILL_DIFFERENTIAL,DOORSILLDIFF,D_S_D
DATASOURCE,column,NTSB,N1,DATASOURCE,DTASRC,D_SRC
DRUGTEST,column,NTSB,N1,DRUGTEST,DRG_TST,D_TST
DAYOFWEEK,column,NTSB,N1,DAYOFWEEK,DY_OF_WK,D_WK
DAMAGELF,column,NTSB,N2,DAMAGE_LEFT_FRONT,DAMAGELF,DAM_LF
DAMAGELR,column,NTSB,N2,DAMAGE_LEFT_REAR,DAMAGELR,DAM_LR
DAMAGERF,column,NTSB,N2,DAMAGE_RIGHT_FRONT,DAMAGERF,DAM_RF
DAMAGERR,column,NTSB,N2,DAMAGE_RIGHT_REAR,DAMAGERR,DAM_RR
DAMAGETG,column,NTSB,N2,DAMAGE_TAILGATEHATCH,DAMAGETG,DAM_TG
DAMAPILLAR,column,NTSB,N3,DAMAGE_TO_APILLAR,DAMG_APILLAR,DAMAPILLAR
DAMBPILLAR,column,NTSB,N3,DAMAGE_TO_BPILLAR,DAMG_BPILLAR,DAMBPILLAR
DAMCPILLAR,column,NTSB,N3,DAMAGE_TO_CPILLAR,DAMG_CPILLAR,DAMCPILLAR
DAMOTHPILLAR,column,NTSB,N3,DAMAGE_TO_OTHER_PILLAR,DAMG_OTH_PILLAR,DAMOTHPILLAR
DEPLOYEVENT,column,NTSB,N1,DEPLOYEVENT,DEPLOY_EVT,DE_EV
definition,column,NTSB,N1,definition,Defntn,Dfn
DIRECTD,column,NTSB,N3,DIRECTDEPTH,DIRECT_DPTH,DIRECTD
DIRECTL,column,NTSB,N3,DIRECTLENGTH,DIRECT_LEN,DIRECTL
DIRECTLOCATION,column,NTSB,N1,DIRECTLOCATION,DIREC_LOC,DIRECTLC
DIRECTWIDTH,column,NTSB,N1,DIRECTWIDTH,DIRECT_WID,DIRECTW
DISTRACTN,column,NTSB,N2,DISTRACTION,DISTRACTN,DIST
DaytimeRunningLight,column,NTSB,N1,DaytimeRunningLight,DayLtRtngLt,Dlr_Rln
DAMPLANE,column,NTSB,N2,DAMAGE_PLANE,DAMPLANE,DM_PLN
DAMSEV,column,NTSB,N3,DAMAGE_SEVERITY,DAMSEV,DM_SV
DAMAGE,column,NTSB,N1,DAMAGE,DAMG,DMG
DoorsCount,column,NTSB,N1,DoorsCount,DrsCnt,DrCt
DRGINV,column,NTSB,N3,DRUG_INVOLVEMENT,DRG_INVLVMT,DRGINV
DriveType,column,NTSB,N1,DriveType,Drvtyp,DrTp
DriveTypeId,column,NTSB,N1,DriveTypeId,DriveTypeID,DrTpId
DRPRESENT,column,NTSB,N2,DRIVER_PRESENT,DRPRESENT,DRV_P
DisplacementCC,column,NTSB,N2,DisplacementCubicCentimeters,DisplacementCC,Dsp_CC
DisplacementCI,column,NTSB,N2,DisplacementCubicInches,DisplacementCI,Dsp_CI
DisplacementL,column,NTSB,N2,DisplacementLiters,DisplacementL,Dsp_L
DISTRACT,column,NTSB,N1,DISTRACT,DISTRCT,DSTR
DISTRACT,table,NTSB,N1,DISTRACT,DISTRCT,DSTR
DEATH,column,NTSB,N1,DEATH,DTH,DT
DaytimeRunningLightId,column,NTSB,N1,DaytimeRunningLightId,DayLtRunLgtID,DTlrID
DVBASIS,column,NTSB,N2,DELTAV_BASIS,DVBASIS,DV_BS
DVCONF,column,NTSB,N2,DELTAV_CONFIDENCE_LEVEL,DVCONF,DV_CF
DVEVENT,column,NTSB,N2,DELTAV_EVENT_NO,DVEVENT,DV_EV
DVMOMENT,column,NTSB,N2,DELTAV_MOMENT,DVMOMENT,DV_MM
DVENERGY,column,NTSB,N2,DELTAV_ENERGY,DVENERGY,DV_NRG
DVSPEED,column,NTSB,N2,DELTAV_SPEED,DVSPEED,DV_SP
DVTOTAL,column,NTSB,N2,DELTAV_TOTAL,DVTOTAL,DV_TOT
DRVWHEELS,column,NTSB,N2,DRIVE_WHEELS,DRVWHEELS,DV_WHL
DVANGOTH,column,NTSB,N3,DELTAV_ANGLE_OTHER_VEHICLE,DLTV_ANGL_OTHR_VEH,DVANGOTH
DVANGTHIS,column,NTSB,N3,DELTAV_ANGLE_THIS_VEHICLE,DLTV_ANGL_THS_VEH,DVANGTHIS
DVBARRIER,column,NTSB,N3,DELTA_V_BARRIER,DLTV_BARRIER,DVBARRIER
DVBES,column,NTSB,N3,DELTAV_BARRIER_EQUIVALENT_SPEED,DLTV_BARR_EQV_SPD,DVBES
DVEST,column,NTSB,N3,DELTAV_ESTIMATED,DLTV_EST,DVEST
DVESTIMATE,column,NTSB,N3,DELTA_V_ESTIMATE,DVESTIMATE,DVESTIMATE
DVLAT,column,NTSB,N3,DELTAV_LATERAL,DLTV_LATRL,DVLAT
DVLONG,column,NTSB,N3,DELTAV_LONGITUDINAL,DLTV_LONG,DVLONG
DVRANK,column,NTSB,N3,DELTA_V_RANK,DVRANK,DVRANK
DynamicBrakeSupport,column,NTSB,N1,DynamicBrakeSupport,DynamBrakeSup,DyBkSp
DynamicBrakeSupportId,column,NTSB,N1,DynamicBrakeSupportId,DynBrakeSupntID,DyBkSpId
EVENTDESC,column,NTSB,N2,EVENTDESCRIPTION,EVENTDESC,E_DESC
ElectronicStabilityControl,column,NTSB,N1,ElectronicStabilityControl,ElectElectStabContrl,E_S_CON
ElectronicStabilityControlId,column,NTSB,N1,ElectronicStabilityControlId,ElectronicStabCtlrID,E_S_CON_ID
ENDSHIFT,column,NTSB,N1,ENDSHIFT,END_SHFT,E_SH
EVENT_DATA_RECORDER_SUMMNO,column,NTSB,UNK,EDRSUMMNO,EDRSUMMNO,E_SUMM_NO
EVENT_DATA_RECORDER_EVENTNO,column,NTSB,N1,EVENT_DATA_RECORDER_EVENTNO,EDR_EVENTNO,EDF_EVN
EDGEDISTX,column,NTSB,N2,ROAD_EDGE_DISTANCE_X,EDGEDISTX,EDG_DST_X
EDGEDISTY,column,NTSB,N2,ROAD_EDGE_DISTANCE_Y,EDGEDISTY,EDG_DST_Y
EDGEDISTZ,column,NTSB,N2,ROAD_EDGE_DISTANCE_Z,EDGEDISTZ,EDG_DST_Z
EventDataRecorder,column,NTSB,N1,EventDataRecorder,EvntDataRecrd,EDR
EDRCOLLECT,table,NTSB,N2,EVENT_DATA_RECORDER_COLLECT,EDRCOLLECT,EDR_COL
EDREVENT,table,NTSB,N2,EVENT_DATA_RECORDER_EVENT,EDREVENT,EDR_EV
EventDataRecorderId,column,NTSB,N1,EventDataRecorderId,EvntDataRecrdD,EDR_ID
EDRMETHOD,column,NTSB,N2,EVENT_DATA_RECORDER_METHOD,EDRMETHOD,EDR_MTHD
EDROBTAINED,column,NTSB,N2,EVENT_DATA_RECORDER_OBTAINED,EDROBTAINED,EDR_OBT
EDRPRECRASH,table,NTSB,N2,EVENT_DATA_RECORDER_PRECRASH,EDRPRECRASH,EDR_PRE_CR
EDRPOSTCRASH,table,NTSB,N2,EVENT_DATA_RECORDER_POSTCRASH,EDRPOSTCRASH,EDR_PST_CR
EDRREST,table,NTSB,N2,EVENT_DATA_RECORDER_REST,EDRREST,EDR_RS
EDRSUMM,table,NTSB,N2,EVENT_DATA_RECORDER_SUMMARY,EDRSUMM,EDR_SM
EDRSUMMNO,column,NTSB,N2,EVENT_DATA_RECORDER_SUMMARYNO,EDR_SUMMNO,EDR_SMN
EDREVENTNO,column,NTSB,N2,EVENT_DATA_RECORDER_EVENTNUMBER,EDREVENTNO,EDREVN
EJECTAREA,column,NTSB,N2,EJECTION_AREA,EJECTAREA,EJ_AR
EJECTMED,column,NTSB,N2,EJECTION_MEDIUM,EJECTMED,EJ_MED
EJECTMEDSTAT,column,NTSB,N2,EJECTION_MEDIUM_STATUS,EJECTMEDSTAT,EJ_MED_ST
EJECTNO,column,NTSB,N2,EJECTION_NUMBER,EJECTNO,EJ_NO
EJECTTYPE,column,NTSB,N2,EJECTION_TYPE,EJECTTYPE,EJ_TY
EJECT,table,NTSB,N2,EJECTED,EJECT,EJCT
EMSAGENCY,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_AGENCY,EMSAGENCY,EMS_AGY
EMSCARE,table,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_CARE,EMSCARE,EMS_CR
EMSCARE,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_CARE_TYPE,EMSCARE,EMS_CR
EMSDATA,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_DATA,EMSDATA,EMS_D
EMSDIASTOLIC,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_DIASTOLIC,EMSDIASTOLIC,EMS_DIAST
EMSMODE,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_TRANSPORT_MODE,EMSMODE,EMS_MD
EMSNO,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_NO,EMSNO,EMS_N
EMSTYPE,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_UNITTYPE,EMSTYPE,EMS_TP
EMSGCS,column,NTSB,N3,EMERGENCY_MEDICAL_SERVICES_GLASGOW_COMA_SCALE,EMSGLASGWCOMASCL,EMSGCS
