native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
LEVEL3_COUNT,column,NYSED_SRC2022,N2,Number_of_students_scoring_Level_3,LEVEL3_COUNT,L3Cnt
LEVEL4_COUNT,column,NYSED_SRC2022,N2,Number_of_students_scoring_Level_4,LEVEL4_COUNT,L4_CNT
NUM_PROF,column,NYSED_SRC2022,N2,Number_of_students_scoring_proficient,NUM_PROF,NPf
PROFICIENT_COUNT,column,NYSED_SRC2022,N2,Number_of_students_scoring_proficient,PROFICIENT_COUNT,PFCNT
NTEST_COUNT,column,NYSED_SRC2022,N2,Number_of_students_with_no_valid_score,NTEST_COUNT,NT_C
NUM_EXEMPT_TEST,column,NYSED_SRC2022,N2,Number_of_students_with_valid_score_and_exempt,NUM_EXEMPT_TEST,NET
NUM_OUT_CERT,column,NYSED_SRC2022,N2,Number_of_teachers_out_of_certification,NUM_OUT_CERT,NOC
NUM_OUT_CERT_HIGH,column,NYSED_SRC2022,N2,Number_of_teachers_out_of_certification_high_poverty_schools,NUM_OUT_CERT_HIGH,NOC_HIGH
NUM_OUT_CERT_LOW,column,NYSED_SRC2022,N2,Number_of_teachers_out_of_certification_low_poverty_schools,NUM_OUT_CERT_LOW,NOC_LOW
NUM_TEACH_OC,column,NYSED_SRC2022,N2,Number_of_teachers_teaching_out_of_certification,NUM_TEACH_OC,NTO
NUM_TEACH_HIGH,column,NYSED_SRC2022,N2,Number_of_teachers_with_fewer_than_four_years_experience_high_poverty_schools,NUM_TEACH_HIGH,NTH
NUM_TEACH_INEXP,column,NYSED_SRC2022,N2,Number_of_teachers_with_less_than_four_years_experience,NUM_TEACH_INEXP,NTI
NUM_TEACH_LOW,column,NYSED_SRC2022,N2,Number_of_teachers_with_less_than_four_years_of_experience_in_low_poverty_schools,NUM_TEACH_LOW,NTL
LEVEL5_COUNT,column,NYSED_SRC2022,N2,Number_of_tested_students_scoring_at_Level_5,LEVEL5_COUNT,L5_CNT
NUM_LEVEL5,column,NYSED_SRC2022,N2,Number_students_scoring_at_Level_5,NUM_LEVEL5,N_L5
NUM_LEVEL1,column,NYSED_SRC2022,N2,Number_students_scoring_Level1,NUM_LEVEL1,N_L1
NUM_LEVEL3,column,NYSED_SRC2022,N2,Number_students_scoring_Level3,NUM_LEVEL3,N_L3
NUM_LEVEL4,column,NYSED_SRC2022,N2,Number_students_scoring_Level4,NUM_LEVEL4,N_L4
NUM_LEVEL2,column,NYSED_SRC2022,N2,Number_students_scoring_Level_2,NUM_LEVEL2,N_L2
NYS_PVT_2_YR_CNT,column,NYSED_SRC2022,N3,NYS_Private_2_Year_Count,CNT_ENR_NY_ST_PRIVT_2YR_INST,NYS_PVT_2_YR_CNT
OUT_OF_CERT_DATA_REP_FLAG,column,NYSED_SRC2022,N2,Out_of_Certification_Data_Reporting_Flag,OUT_OF_CERT_DATA_REP_FLAG,OOC_DRF
OUT_4_YR_CNT,column,NYSED_SRC2022,N3,Out_of_State_Four_Year_Count,CNT_ENR_OUT_ST_4YR_INST,OUT_4_YR_CNT
OUT_2_YR_CNT,column,NYSED_SRC2022,N3,Out_of_State_Two_Year_Count,CNT_ENR_OUT_ST_2YR_INST,OUT_2_YR_CNT
OVERALL_STATUS,column,NYSED_SRC2022,N1,OVERALL_STATUS,Ovrll_Sts,Ovr_Sts
OVERRIDE,column,NYSED_SRC2022,N1,OVERRIDE,OVERRD,OVRD
OVERRIDE_WEIGHTED,column,NYSED_SRC2022,N1,OVERRIDE_WEIGHTED,OVRD_WTD,OVR_WTD
PARTIAL_DATA_FLAG,column,NYSED_SRC2022,N1,PARTIAL_DATA_FLAG,PRTL_DATA_FLG,PDF
PER_FEDERAL_EXP,column,NYSED_SRC2022,N2,Per_Pupil_Expenditure_Federal_Funds,PER_FEDERAL_EXP,PPEFF
PER_FED_STATE_LOCAL_EXP,column,NYSED_SRC2022,N3,Per_Pupil_Expenditures_Federal_State_Local_Funds,PER_FEDERAL_STATE_LOCAL_EXP,PER_FED_STATE_LOCAL_EXP
PER_STATE_LOCAL_EXP,column,NYSED_SRC2022,N2,Per_pupil_expenditures_state_local_funds,PER_STATE_LOCAL_EXP,PPESLF
PER_TESTED,column,NYSED_SRC2022,N1,PER_TESTED,Per_Tstd,PTD
PCT_EXEMPT_NTEST,column,NYSED_SRC2022,N3,Percent_Exempt_No_Valid_Score,PCT_EXEMPT_NTEST,PCT_EXEMPT_NTEST
PCT_NOT_TESTED,column,NYSED_SRC2022,N2,Percent_Not_Tested,PCT_NOT_TESTED,PNTST
PER_NYS_PVT_2_YR,column,NYSED_SRC2022,N3,Percent_of_high_school_graduates_enrolled_at_NY_private_2_year_postsecondary_institution,PERCT_ENR_NY_ST_PRIVT_2YR_INST,PER_NYS_PVT_2_YR
PER_NYS_PVT_4_YR,column,NYSED_SRC2022,N3,Percent_of_high_school_graduates_enrolled_at_NYS_private_4_year_postsecondary_institution,PERCT_ENR_NY_ST_PRIVT_4YR_INST,PER_NYS_PVT_4_YR
PER_NYS_PUB_2_YR,column,NYSED_SRC2022,N3,Percent_of_high_school_graduates_enrolled_at_NYS_public_2_year_institution,PERCT_ENR_NY_ST_PUBL_2YR_INST,PER_NYS_PUB_2_YR
PER_NYS_PUB_4_YR,column,NYSED_SRC2022,N3,Percent_of_high_school_graduates_enrolled_at_NYS_public_4_year_institution,PERCT_ENR_NY_ST_PUBL_4YR_INST,PER_NYS_PUB_4_YR
PER_OUT_4_YR,column,NYSED_SRC2022,N2,Percent_of_high_school_graduates_enrolled_Out_of_State_four_year_postsecondary_institution,PERCT_ENR_OUT_ST_4YR_INST,PO4Y
PER_OUT_2_YR,column,NYSED_SRC2022,N2,Percent_of_high_school_graduates_enrolled_Out_of_State_Two_Year,PERCT_ENR_OUT_ST_2YR_INST,PO2Y
LEVEL1_%COHORT,column,NYSED_SRC2022,N2,Percent_of_students_in_total_cohort_scoring_at_Level_1,LEVEL1_%COHORT,L1_CHT
LEVEL4_%COHORT,column,NYSED_SRC2022,N2,Percent_of_students_in_total_cohort_scoring_at_Level_4,LEVEL4_%COHORT,L4_CHT
EXEMPT_PER,column,NYSED_SRC2022,N2,Percent_of_students_received_exemption,EXEMPT_PER,EX_P
PER_COM,column,NYSED_SRC2022,N2,Percent_of_students_scoring_at_Commanding_Level,PER_COM,P_Coh
PER_ENT,column,NYSED_SRC2022,N2,Percent_of_students_scoring_at_Entering_Level,PER_ENT,P_EN
PER_TRAN,column,NYSED_SRC2022,N2,Percent_of_students_scoring_at_Transitioning_Level,PER_TRAN,P_TR
PER_EMER,column,NYSED_SRC2022,N2,Percent_of_students_scoring_Emerging_Level,PER_EMER,P_EM
PER_EXP,column,NYSED_SRC2022,N3,Percent_of_students_scoring_Expanding_Level,PrExp,PER_EX
LEVEL1_PER,column,NYSED_SRC2022,N2,Percent_of_students_scoring_Level1,LEVEL1_PER,L1_PER
LEVEL2_PER,column,NYSED_SRC2022,N2,Percent_of_students_scoring_Level2,LEVEL2_PER,L2_PER
LEVEL3_PER,column,NYSED_SRC2022,N2,Percent_of_students_scoring_Level3,LEVEL3_PER,L3_PER
LEVEL4_PER,column,NYSED_SRC2022,N2,Percent_of_students_scoring_Level4,LEVEL4_PER,L4_PER
PER_PROF,column,NYSED_SRC2022,N2,Percent_of_students_scoring_proficient,PER_PROF,PR_PRF
PROFICIENT_PER,column,NYSED_SRC2022,N2,Percent_of_students_scoring_proficient,PROFICIENT_PER,PRF_PR
PROF_%COHORT,column,NYSED_SRC2022,N2,Percent_of_students_scoring_proficient_in_total_cohort,PROF_%COHORT,PR_P
NOT_TESTED_PER,column,NYSED_SRC2022,N2,Percent_of_students_with_no_valid_score,NOT_TESTED_PER,NTP
PER_NTEST,column,NYSED_SRC2022,N2,Percent_of_students_with_no_valid_score,PER_NTEST,PNT
NTEST_%COHORT,column,NYSED_SRC2022,N2,Percent_of_students_with_no_valid_score_in_total_cohort,NTEST_%COHORT,NTC_P
PCT_EXEMPT_TEST,column,NYSED_SRC2022,N2,Percent_of_students_with_valid_score_and_exempt,PCT_EXEMPT_TEST,PctExTest
PCT_TESTED,column,NYSED_SRC2022,N2,Percent_of_students_with_valid_scores,PCT_TESTED,PctTstd
PER_OUT_CERT_HIGH,column,NYSED_SRC2022,N2,Percent_of_teachers_out_of_certification_high_poverty_schools,PER_OUT_CERT_HIGH,POC_HIGH
PER_OUT_CERT,column,NYSED_SRC2022,N2,Percent_of_teachers_teaching_out_of_subject_field_certification,PER_OUT_CERT,POC
PER_OUT_CERT_LOW,column,NYSED_SRC2022,N2,Percent_of_teachers_teaching_out_of_subject_field_certification_low_poverty_schools_statewide,PER_OUT_CERT_LOW,POC_LOW
LEVEL3_%TESTED,column,NYSED_SRC2022,N2,Percent_of_tested_students_scoring_at_Level_3,LEVEL3_%TESTED,L3_Tst
PER_TEST,column,NYSED_SRC2022,N2,Percent_of_tested_students_with_valid_score,PER_TEST,PT
PER_LEVEL1,column,NYSED_SRC2022,N2,Percent_students_scoring_Level1,PER_LEVEL1,P_L1
PER_LEVEL2,column,NYSED_SRC2022,N2,Percent_students_scoring_Level2,PER_LEVEL2,P_L2
PER_LEVEL3,column,NYSED_SRC2022,N2,Percent_students_scoring_Level3,PER_LEVEL3,P_L3
PER_LEVEL4,column,NYSED_SRC2022,N2,Percent_students_scoring_Level4,PER_LEVEL4,P_L4
PER_LEVEL5,column,NYSED_SRC2022,N2,Percent_students_scoring_Level5,PER_LEVEL5,P_L5
PER_TEACH_INEXP,column,NYSED_SRC2022,N2,Percent_Teachers_Less_Than_Four_Years_Experience,PER_TEACH_INEXP,PTI
PER_TEACH_HIGH,column,NYSED_SRC2022,N2,Percent_Teachers_Less_Than_Four_Years_Experience_High_Poverty_Schools,PER_TEACH_HIGH,PTH
PER_TEACH_LOW,column,NYSED_SRC2022,N2,Percent_Teachers_Low_Poverty_Schools,PER_TEACH_LOW,PTL
Postsecondary_Enrollment,table,NYSED_SRC2022,N1,Postsecondary_Enrollment,Postsecondary_Enrollment,PSEnrl
PRIN_DATA_REP_FLAG,column,NYSED_SRC2022,N2,Principal_Data_Reporting_Flag,PRIN_DATA_REP_FLAG,PDRF
principal_id,column,NYSED_SRC2022,N1,principal_id,prncpl_id,p_id
PROF_COUNT,column,NYSED_SRC2022,N2,Proficient_Student_Count,PROF_COUNT,PR_C
PROGRESS_RATE,column,NYSED_SRC2022,N1,PROGRESS_RATE,Prgs_Rate,PR
RATE,column,NYSED_SRC2022,N1,RATE,Rt,Rt
SCHOOL_NAME,column,NYSED_SRC2022,N1,SCHOOL_NAME,Schl_Nm,S_Nm
SCHOOL_TYPE,column,NYSED_SRC2022,N1,SCHOOL_TYPE,Schl_Type,S_Tp
SSMA_TimeStamp,column,NYSED_SRC2022,N3,SQL_Server_Migration_Assistant_TimeStamp,SSMA_TmStmp,SSMA_TimeStamp
STATE_LOCAL_EXP,column,NYSED_SRC2022,N2,State_Local_Expenditures,STATE_LOCAL_EXP,SLE
SUBGROUP_NAME,column,NYSED_SRC2022,N1,SUBGROUP_NAME,Subgrp_Nm,SG_Nm
SUBJECT,column,NYSED_SRC2022,N1,SUBJECT,SBJCT,SBJCT
SUCCESS_RATIO,column,NYSED_SRC2022,N1,SUCCESS_RATIO,Succ_Ratio,S_Ratio
sysdiagrams,table,NYSED_SRC2022,N1,sysdiagrams,sysdiagrms,s_dgm
TEACH_DATA_REP_FLAG,column,NYSED_SRC2022,N2,Teacher_Data_Reporting_Flag,TEACH_DATA_REP_FLAG,TDRF
Teachers_Teaching_Out_of_Certification,table,NYSED_SRC2022,N1,Teachers_Teaching_Out_of_Certification,Teachers_Teaching_Out_of_Certification,TTOC
TEST_%COHORT,column,NYSED_SRC2022,N1,TEST_%COHORT,TST_%COHRT,TC_P
TEST_COUNT,column,NYSED_SRC2022,N1,TEST_COUNT,Tst_Cnt,T_Coh
TESTED,column,NYSED_SRC2022,N1,TESTED,TSTD,TST
PER_PRINC_INEXP,column,NYSED_SRC2022,N2,There_is_no_identifier_provided_for_PER_PRINC_INEXP.,PER_PRINC_INEXP,PPI
NUM_PRINC_LOW,column,NYSED_SRC2022,N2,There_is_no_identifier_provided_in_the_text_for_the_identifier_NUM_PRINC_LOW.,NUM_PRINC_LOW,NPL
TOTAL,column,NYSED_SRC2022,N1,TOTAL,TOTL,TOT
Total_Cohort_Regents_Exams,table,NYSED_SRC2022,N1,Total_Cohort_Regents_Exams,Total_Cohort_Regents_Exams,TCRE
TOTAL_COUNT,column,NYSED_SRC2022,N1,TOTAL_COUNT,TTL_CNT,TC
TOTAL_EXEMPT,column,NYSED_SRC2022,N1,TOTAL_EXEMPT,TTL_EXMPT,T_EX
TOTAL_GRAD_COUNT,column,NYSED_SRC2022,N2,Total_Graduated_Count,TOTAL_GRAD_COUNT,TGC
TOT_OUT_CERT_HIGH,column,NYSED_SRC2022,N2,Total_Out_of_Certification_High,TOT_OUT_CERT_HIGH,TOC_HIGH
TOT_OUT_CERT_LOW,column,NYSED_SRC2022,N2,Total_Out_of_Certification_Teachers_Low_Poverty_Schools,TOT_OUT_CERT_LOW,TOC_LOW
TOT_PRINC_HIGH,column,NYSED_SRC2022,N2,Total_Principals_High_Poverty_Schools,TOT_PRINC_HIGH,TPH
TOT_PRINC_LOW,column,NYSED_SRC2022,N2,Total_Principals_Low_Poverty,TOT_PRINC_LOW,TPL
PUPIL_COUNT_TOT,column,NYSED_SRC2022,N2,Total_Pupil_Count,PUPIL_COUNT_TOT,PCT
TOTAL_SCALE_SCORES,column,NYSED_SRC2022,N1,TOTAL_SCALE_SCORES,TTL_SCL_SCRS,TSS
TOT_TEACH_HIGH,column,NYSED_SRC2022,N2,Total_Teachers_High_Poverty_Schools,TOT_TEACH_HIGH,TTH
TOT_TEACH_LOW,column,NYSED_SRC2022,N2,Total_Teachers_Low_Poverty,TOT_TEACH_LOW,TOT_TCH_LW
version,column,NYSED_SRC2022,N1,version,versn,vsn
WGT_LEVEL,column,NYSED_SRC2022,N2,Weighted_Average_Performance_Level,WGT_LEVEL,WgtLvl
WEIGHTED_COHORT,column,NYSED_SRC2022,N1,WEIGHTED_COHORT,WGT_COHT,W_Coh
WEIGHTED_INDEX,column,NYSED_SRC2022,N1,WEIGHTED_INDEX,WGT_INDEX,W_IDX
WT_PERF_FLAG,column,NYSED_SRC2022,N2,Weighted_Performance_Flag,WT_PERF_FLAG,WPF
YEAR,column,NYSED_SRC2022,N1,YEAR,YR,Yr
