native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
Hydrology,column,KlamathInvasiveSpecies,N1,Hydrology,Hydrlgy,Hdlgy
HDOP,column,KlamathInvasiveSpecies,N3,horizontal_dilution_of_precision,horiz_dlitn_precsn,HDOP
Herb,column,KlamathInvasiveSpecies,N1,Herb,Hrb,Hrb
ID,column,KlamathInvasiveSpecies,N2,identifier,Ident,ID
Location_ID,column,KlamathInvasiveSpecies,N1,Location_ID,Loc_ID,L_ID
Last_Name,column,KlamathInvasiveSpecies,N1,Last_Name,Lst_Nm,L_Nm
Loc_Notes,column,KlamathInvasiveSpecies,N2,location_notes,Loc_Notes,L_Notes
Loc_Name,column,KlamathInvasiveSpecies,N2,location_name,Loc_Name,LcNm
Loc_Type,column,KlamathInvasiveSpecies,N2,location_type,Loc_Type,LcTp
LightIndex,column,KlamathInvasiveSpecies,N1,LightIndex,LghtIdx,LIdx
Length,column,KlamathInvasiveSpecies,N1,Length,Len,Ln
tbl_Locations,table,KlamathInvasiveSpecies,N2,table_Locations,tbl_Locations,Locs
Litter,column,KlamathInvasiveSpecies,N1,Litter,Littr,Ltr
LandUse,column,KlamathInvasiveSpecies,N1,LandUse,LndUse,LU
Middle_Init,column,KlamathInvasiveSpecies,N2,middle_initial,Middle_Init,M_Int
MacroHab,column,KlamathInvasiveSpecies,N2,macrohabitat,MacroHab,MaHab
Meta_MID,column,KlamathInvasiveSpecies,N3,metadata_nps_data_store,MetaDta_NPS_Str,Meta_MID
Meta_File_Name,column,KlamathInvasiveSpecies,N1,Meta_File_Name,Meta_Fl_Nm,MF_Nm
tbl_MacroHabitat,table,KlamathInvasiveSpecies,N2,table_MacroHabitat,tbl_MacroHabitat,MacHab
tbl_MicroHabitat,table,KlamathInvasiveSpecies,N2,table_MicroHabitat,tbl_MicroHabitat,MicHab
MicroHab,column,KlamathInvasiveSpecies,N2,microhabitat,MicroHab,MiHab
Network_Code,column,KlamathInvasiveSpecies,N1,Network_Code,Net_Code,N_Cd
Notes,column,KlamathInvasiveSpecies,N1,Notes,Nts,Nt
Organization,column,KlamathInvasiveSpecies,N1,Organization,Orgnzn,Org
Protocol_Name,column,KlamathInvasiveSpecies,N1,Protocol_Name,Protcl_Nm,P_Nm
Position_Title,column,KlamathInvasiveSpecies,N1,Position_Title,Pos_Ttl,P_Ttl
PDOP,column,KlamathInvasiveSpecies,N3,position_dilution_of_precision,posn_diltn_precsn,PDOP
Phenology,column,KlamathInvasiveSpecies,N1,Phenology,Phenolgy,Phnlgy
Park,column,KlamathInvasiveSpecies,N1,Park,Prk,Pk
Person,column,KlamathInvasiveSpecies,N1,Person,Prsn,Psn
Revision_Contact_ID,column,KlamathInvasiveSpecies,N1,Revision_Contact_ID,Rev_Cont_ID,R_CtID
Revision_ID,column,KlamathInvasiveSpecies,N1,Revision_ID,Rev_ID,R_ID
Random_Selected,column,KlamathInvasiveSpecies,N1,Random_Selected,Rndm_Slctd,R_Sel
Rock,column,KlamathInvasiveSpecies,N1,Rock,Rck,Rk
Rnd_Plt_In,column,KlamathInvasiveSpecies,N3,Random_Plot_Indicator,RndPltIn,RPI
Reason,column,KlamathInvasiveSpecies,N1,Reason,Reasn,Rsn
Route,column,KlamathInvasiveSpecies,N1,Route,Rout,Rt
Revision_Desc,column,KlamathInvasiveSpecies,N2,revision_description,Revision_Desc,RvDsc
Revision_Date,column,KlamathInvasiveSpecies,N1,Revision_Date,Rev_Date,RvDt
Revision_Reason,column,KlamathInvasiveSpecies,N1,Revision_Reason,Rev_Reason,RvRsn
State_Code,column,KlamathInvasiveSpecies,N1,State_Code,St_Code,S_Cd
Site_End_X,column,KlamathInvasiveSpecies,N1,Site_End_X,St_End_X,S_Dn_X
Second_Date,column,KlamathInvasiveSpecies,N1,Second_Date,Secnd_Dt,S_Dt
Second_End_Time,column,KlamathInvasiveSpecies,N1,Second_End_Time,Sec_End_Tm,S_En_Tm
Site_End_Y,column,KlamathInvasiveSpecies,N1,Site_End_Y,St_End_Y,S_En_Y
Site_ID,column,KlamathInvasiveSpecies,N1,Site_ID,St_ID,S_ID
Site_Name,column,KlamathInvasiveSpecies,N1,Site_Name,Site_Nm,S_Nm
Site_Notes,column,KlamathInvasiveSpecies,N1,Site_Notes,St_Notes,S_Nt
Second_Start_Time,column,KlamathInvasiveSpecies,N1,Second_Start_Time,Sec_Strt_Tm,S_St_Tm
Site_Start_X,column,KlamathInvasiveSpecies,N1,Site_Start_X,St_Start_X,S_St_X
Site_Start_Y,column,KlamathInvasiveSpecies,N1,Site_Start_Y,St_Start_Y,S_St_Y
Site_Treated,column,KlamathInvasiveSpecies,N1,Site_Treated,Site_Trted,S_Trt
SampleYear,column,KlamathInvasiveSpecies,N1,SampleYear,SmplYr,S_Yr
Site_Desc,column,KlamathInvasiveSpecies,N2,site_description,Site_Desc,SD
Segment,column,KlamathInvasiveSpecies,N1,Segment,Segmt,Seg
Shrub,column,KlamathInvasiveSpecies,N1,Shrub,Shrb,Shb
Slope,column,KlamathInvasiveSpecies,N1,Slope,Slop,Slp
Soil_Dist,column,KlamathInvasiveSpecies,N2,soil_disturbance,Soil_Dist,SltDst
Species,column,KlamathInvasiveSpecies,N1,Species,Specs,Sp
Sort_Order,column,KlamathInvasiveSpecies,N1,Sort_Order,Sort_Ord,SrtOrd
SSMA_TimeStamp,column,KlamathInvasiveSpecies,N3,SQL_Server_Migration_Assistant_TimeStamp,SSMA_TmStmp,SSMA_TimeStamp
Start_Date,column,KlamathInvasiveSpecies,N1,Start_Date,Strt_Dt,St_Dt
Start_Time,column,KlamathInvasiveSpecies,N1,Start_Time,Strt_Tm,St_Tm
Subwatershed,column,KlamathInvasiveSpecies,N1,Subwatershed,Subwtrshd,SbWs
SurfaceWater,column,KlamathInvasiveSpecies,N1,SurfaceWater,SurfWater,SfcW
Table,column,KlamathInvasiveSpecies,N1,Table,Tabl,Tbl
tlu_Contacts,table,KlamathInvasiveSpecies,N2,table_lookup_contacts,tlu_Contacts,TC
tbl_Db_Meta,table,KlamathInvasiveSpecies,N2,table_Database_Metadata,tbl_Db_Meta,TDM
tbl_Db_Revisions,table,KlamathInvasiveSpecies,N2,table_Db_Revisions,tbl_Db_Revisions,TDR
tlu_Enumerations,table,KlamathInvasiveSpecies,N2,table_lookup_enumerations,tlu_Enumerations,tlu_Enum
tlu_Species_ORCA,table,KlamathInvasiveSpecies,N2,table_lookup_species_orca,tlu_Species_ORCA,tlu_Spc_ORC
tlu_Species_LABE,table,KlamathInvasiveSpecies,N2,table_lookup_species_label,tlu_Species_LABE,tluSpLab
tlu_Species_CRLA,table,KlamathInvasiveSpecies,N2,table_lookup_species_crater_lake_np,tlu_Species_CRLA,TS_CRLA
tlu_Species_LAVO,table,KlamathInvasiveSpecies,N2,table_lookup_species_lassen_volcanic_np,tlu_Species_LAVO,TS_LAVO
tlu_Species_REDW,table,KlamathInvasiveSpecies,N2,table_lookup_species_redwood_nsp,tlu_Species_REDW,TS_REDW
tbl_Sites,table,KlamathInvasiveSpecies,N2,table_Sites,tbl_Sites,TSites
tlu_Species_WHIS,table,KlamathInvasiveSpecies,N2,table_lookup_species_whiskeytown_nra,tlu_Species_WHIS,TSW
Unit_Code,column,KlamathInvasiveSpecies,N1,Unit_Code,Unt_Cd,U_Cd
Updated_Date,column,KlamathInvasiveSpecies,N1,Updated_Date,Updtd_Dt,U_Date
Upload_Date,column,KlamathInvasiveSpecies,N1,Upload_Date,Upld_Dt,U_Dt
UTM_Zone,column,KlamathInvasiveSpecies,N2,universal_transverse_mercator_zone,UTM_Zone,UTM_Zn
Value_New,column,KlamathInvasiveSpecies,N1,Value_New,Val_New,V_Nw
Value_Old,column,KlamathInvasiveSpecies,N1,Value_Old,Val_Old,V_Old
VegHeight,column,KlamathInvasiveSpecies,N2,vegetation_height,VegHeight,VgHt
Work_Extension,column,KlamathInvasiveSpecies,N1,Work_Extension,Wrk_Ext,W_Ext
Work_Phone,column,KlamathInvasiveSpecies,N1,Work_Phone,Wrk_Phn,W_Phn
WoodyDebris,column,KlamathInvasiveSpecies,N1,WoodyDebris,WdyDbrs,WD
Watershed,column,KlamathInvasiveSpecies,N1,Watershed,Wtrshd,Wshd
X_Coord,column,KlamathInvasiveSpecies,N2,X_Coordinate,X_Coord,Xc
xref_Event_Contacts,table,KlamathInvasiveSpecies,N2,cross_reference_Event_Contacts,xref_Event_Contacts,xEvCtcs
Y_Coord,column,KlamathInvasiveSpecies,N2,Y_Coordinate,Y_Coord,Yc
Zip_Code,column,KlamathInvasiveSpecies,N1,Zip_Code,Zip_Cd,ZpCd
