native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
Event_Notes,column,PacificIslandLandbirds,N1,Event_Notes,Evnt_Notes,Ev_nt
Family,column,PacificIslandLandbirds,N1,Family,Fam,fm
First_Name,column,PacificIslandLandbirds,N1,First_Name,F_Name,F_Nm
Geo_Datum,column,PacificIslandLandbirds,N2,Geographic_Datum,Geo_Datum,G_Dtm
Gust,column,PacificIslandLandbirds,N1,Gust,Gst,G
Habitat,column,PacificIslandLandbirds,N1,Habitat,Hbts,Hb
Habitat_Date,column,PacificIslandLandbirds,N1,Habitat_Date,Habitat_dt,Hab_dt
Habitat_ID,column,PacificIslandLandbirds,N1,Habitat_ID,Habt_ID,Hb_ID
Half_meter,column,PacificIslandLandbirds,N1,Half_meter,Hlf_mtr,Hlf_M
In_protocol,column,PacificIslandLandbirds,N2,In_protocol,In_protocol,In_prtcl
Island,column,PacificIslandLandbirds,N1,Island,Ilnd,Isl
Last_Name,column,PacificIslandLandbirds,N1,Last_Name,L_Name,L_Nm
Lat_Dir,column,PacificIslandLandbirds,N2,Latatitude_Direction,Lat_Dir,Lt_Dir
Lat_final,column,PacificIslandLandbirds,N2,Latitude_final,Lat_final,Lt_f
Loc_Name,column,PacificIslandLandbirds,N2,Location_Name,Loc_Name,Lc_Nm
Loc_Notes,column,PacificIslandLandbirds,N2,Location_Notes,Loc_Notes,L_Nts
Location_ID,column,PacificIslandLandbirds,N1,Location_ID,Loc_ID,L_ID
Long_Dir,column,PacificIslandLandbirds,N2,Longitude_Dir,Long_Dir,Ln_Dir
Long_final,column,PacificIslandLandbirds,N2,Longitude_final,Long_final,Ln_final
Middle_Init,column,PacificIslandLandbirds,N2,Middle_Init,M_Init,M_In
name,column,PacificIslandLandbirds,N1,name,nam,nm
Noted_Canopy_Spp_Common,column,PacificIslandLandbirds,N2,Noted_Canopy_Species_Common,Noted_Canopy_Spp_Common,Nt_Cn_Spp_Cmn
Noted_Canopy_Spp_Scientific,column,PacificIslandLandbirds,N2,Noted_Canopy_Species_Scientific,Noted_Canopy_Spp_Scientific,Nt_Cn_Spp_Sct
Obs_Code,column,PacificIslandLandbirds,N2,Observation_Code,Obs_Code,O_Cd
Observation_ID,column,PacificIslandLandbirds,N1,Observation_ID,Obsrvn_ID,Obs_ID
One_half_meter,column,PacificIslandLandbirds,N1,One_half_meter,One_hlf_mtr,OneHlf_M
One_meter,column,PacificIslandLandbirds,N1,One_meter,One_mtr,One_M
Organization,column,PacificIslandLandbirds,N1,Organization,Orgnztn,Org
Origin,column,PacificIslandLandbirds,N1,Origin,Orign,Orgn
P1,column,PacificIslandLandbirds,N3,Point1,Pnt1,P1
P10,column,PacificIslandLandbirds,N3,Point10,Pnt10,P10
P2,column,PacificIslandLandbirds,N3,Point2,Pnt2,P2
P3,column,PacificIslandLandbirds,N3,Point3,Pnt3,P3
P4,column,PacificIslandLandbirds,N3,Point4,Pnt4,P4
P5,column,PacificIslandLandbirds,N3,Point5,Pnt5,P5
P6,column,PacificIslandLandbirds,N3,Point6,Pnt6,P6
P7,column,PacificIslandLandbirds,N3,Point7,Pnt7,P7
P8,column,PacificIslandLandbirds,N3,Point8,Pnt8,P8
P9,column,PacificIslandLandbirds,N3,Point9,Pnt9,P9
Paved,column,PacificIslandLandbirds,N1,Paved,Pavd,Pv
Plot_ID,column,PacificIslandLandbirds,N1,Plot_ID,Plt_ID,P_ID
Pool,column,PacificIslandLandbirds,N1,Pool,Pool,Pl
Position_Title,column,PacificIslandLandbirds,N1,Position_Title,Posn_Title,P_Titl
Previous_Lat,column,PacificIslandLandbirds,N2,Previous_Latitude,Previous_Lat,Pv_Lt
Previous_Long,column,PacificIslandLandbirds,N2,Previous_Longitude,Previous_Long,Pv_Ln
principal_id,column,PacificIslandLandbirds,N1,principal_id,prnc_ID,p_id
Protocol_Name,column,PacificIslandLandbirds,N1,Protocol_Name,Protocol_Name,Prot_nm
QA_notes,column,PacificIslandLandbirds,N3,Quality_Assurance_Notes,Qual_Assur_Notes,QA_notes
Rain,column,PacificIslandLandbirds,N1,Rain,Rn,R
Repeat_Sample,column,PacificIslandLandbirds,N1,Repeat_Sample,Rep_Sample,Rp_Smp
Scientific_Name,column,PacificIslandLandbirds,N1,Scientific_Name,Sci_Name,Sci_Nm
Site_Desc,column,PacificIslandLandbirds,N2,Site_Description,Site_Desc,St_dscr
Site_ID,column,PacificIslandLandbirds,N1,Site_ID,Sit_ID,St_ID
Site_Name,column,PacificIslandLandbirds,N1,Site_Name,Sit_Nam,St_Nm
Site_Notes,column,PacificIslandLandbirds,N1,Site_Notes,Sit_Not,St_Nt
Slope,column,PacificIslandLandbirds,N1,Slope,Slp,Sl
Slope_Var,column,PacificIslandLandbirds,N2,Slope_Variance,Slope_Var,Sl_Var
Sort_Order,column,PacificIslandLandbirds,N1,Sort_Order,Srt_Ord,S_Ord
Source,column,PacificIslandLandbirds,N1,Source,Srce,Src
Species_Code,column,PacificIslandLandbirds,N1,Species_Code,Species_Cd,Sp_Cd
Species_ID,column,PacificIslandLandbirds,N1,Species_ID,Specs_ID,Sp_ID
SSMA_TimeStamp,column,PacificIslandLandbirds,N3,Sqlserver_management_TimeStamp,SqlSrvMngmt_TimeStamp,SSMA_TimeStamp
Start_Date,column,PacificIslandLandbirds,N1,Start_Date,Strt_dt,St_dt
Start_Time,column,PacificIslandLandbirds,N1,Start_Time,Strt_tm,St_tm
State_Code,column,PacificIslandLandbirds,N1,State_Code,State_Cd,St_Cd
Station,column,PacificIslandLandbirds,N1,Station,Stn,St
Station_ID,column,PacificIslandLandbirds,N1,Station_ID,Stn_ID,St_ID
Status,column,PacificIslandLandbirds,N1,Status,Stat,sts
Stream,column,PacificIslandLandbirds,N1,Stream,Strm,str
sysdiagrams,table,PacificIslandLandbirds,N1,sysdiagrams,SysDiag,S_Diag
T&E_Status,column,PacificIslandLandbirds,N3,ThreatendedEndangered_Status,Thrtn_Endng_Status,T&E_Status
tbl_Db_Meta,table,PacificIslandLandbirds,N2,Database_Metadata,tbl_Db_Meta,t_Db_Meta
tbl_Density,table,PacificIslandLandbirds,N1,tbl_Density,tbl_Dens,T_Ds
tbl_Detections,table,PacificIslandLandbirds,N2,Detections,tbl_Detections,t_Det
tbl_Event_Details,table,PacificIslandLandbirds,N2,Event_Details,tbl_Event_Details,t_Ev_dt
tbl_Events,table,PacificIslandLandbirds,N2,Events,tbl_Events,t_Ev
tbl_Habitat,table,PacificIslandLandbirds,N2,Habitats,tbl_Habitat,t_Hab
tbl_Locations,table,PacificIslandLandbirds,N2,Locations,tbl_Locations,t_locs
tbl_Observations,table,PacificIslandLandbirds,N2,Observations,tbl_Observations,t_Obs
tbl_Plot,table,PacificIslandLandbirds,N2,Plot,tbl_Plot,t_plt
tbl_Sites,table,PacificIslandLandbirds,N2,Sites,tbl_Sites,t_Sts
tbl_Stations,table,PacificIslandLandbirds,N2,Stations,tbl_Stations,t_Stns
tbl_Stations_Updates,table,PacificIslandLandbirds,N2,Stations_Updates,tbl_Stations_Updates,t_stns_upt
tbl_Stations_UTMs,table,PacificIslandLandbirds,N2,Stations_Location_UTMs,tbl_Stations_UTMs,t_st_UTMs
tbl_Transect,table,PacificIslandLandbirds,N2,Transects,tbl_Transect,t_tran
tlu_Contacts,table,PacificIslandLandbirds,N2,Contacts_Lookup,tlu_Contacts,tlu_ctc
tlu_Enumerations,table,PacificIslandLandbirds,N2,Enumerations_Lookup,tlu_Enumerations,tlu_enum
tlu_Species,table,PacificIslandLandbirds,N2,Species_Lookup,tlu_Species,tlu_spc
Topo_Position,column,PacificIslandLandbirds,N2,Topographic_Position,Topo_Position,Top_Pos
Transect,column,PacificIslandLandbirds,N1,Transect,Trnsct,Tr
Transect_ID,column,PacificIslandLandbirds,N1,Transect_ID,Transect_ID,Tr_ID
Transect_Type,column,PacificIslandLandbirds,N1,Transect_Type,Trnsct_typ,Tr_tp
TSN,column,PacificIslandLandbirds,N3,Taxonomic_Serial_Number,Taxon_Ser_Num,TSN
Two_meter,column,PacificIslandLandbirds,N1,Two_meter,Two_mtr,Two_M
Understory_Comp,column,PacificIslandLandbirds,N1,Understory_Comp,Undrstry_Cmp,US_Cmp
Unit_Code,column,PacificIslandLandbirds,N1,Unit_Code,Unit_Cd,Unt_C
Unpaved,column,PacificIslandLandbirds,N1,Unpaved,Unpvd,UnPv
Update_By,column,PacificIslandLandbirds,N1,Update_By,Updt_By,U_By
Update_Comments,column,PacificIslandLandbirds,N1,Update_Comments,Updt_cmts,U_cmt
Update_Date,column,PacificIslandLandbirds,N1,Update_Date,Updt_dt,U_dt
Update_Description,column,PacificIslandLandbirds,N1,Update_Description,Updt_Descr,U_Desc
Update_ID,column,PacificIslandLandbirds,N1,Update_ID,Update_ID,U_ID
Update_Notes,column,PacificIslandLandbirds,N1,Update_Notes,Updt_Notes,U_Nt
Updated_By,column,PacificIslandLandbirds,N1,Updated_By,Updtd_by,U_By
Updated_date,column,PacificIslandLandbirds,N1,Updated_date,Updtd_dt,U_dt
Updated_notes,column,PacificIslandLandbirds,N1,Updated_notes,Updtd_Nt,U_nt
UTM_Zone,column,PacificIslandLandbirds,N2,Universal_Transverse_Mercator_Zone,UTM_Zone,UTM_Zn
Verified,column,PacificIslandLandbirds,N1,Verified,Verfd,Vfd
Verified_by,column,PacificIslandLandbirds,N1,Verified_by,Verfd_by,Vfd_by
Verified_date,column,PacificIslandLandbirds,N1,Verified_date,Verfd_dt,Vfd_dt
version,column,PacificIslandLandbirds,N1,version,vers,v
Wind,column,PacificIslandLandbirds,N1,Wind,Wnd,W
Work_Extension,column,PacificIslandLandbirds,N1,Work_Extension,Wrk_Extn,W_Ext
Work_Phone,column,PacificIslandLandbirds,N1,Work_Phone,Work_Phn,W_Phn
X_final,column,PacificIslandLandbirds,N2,coordinate_X_final,X_final,X_fin
X_orig,column,PacificIslandLandbirds,N3,coordinate_X_original,X_orig,X_orig
xref_Event_Contacts,table,PacificIslandLandbirds,N2,Event_Contacts_Crossreference,xref_Event_Contacts,xref_ev_ctc
xref_Species_Alternate_Names,table,PacificIslandLandbirds,N2,Species_Alternate_Name_Crossreference,xref_Species_Alternate_Names,xref_spc_AltNm
Y_final,column,PacificIslandLandbirds,N2,coordinate_Y_final,Y_final,y_fin
Y_orig,column,PacificIslandLandbirds,N3,coordinate_Y_original,Y_orig,Y_orig
Zip_Code,column,PacificIslandLandbirds,N1,Zip_Code,Zip_Code,Z_Cd
